Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Organism	Gene ontology (GO)	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Gene ontology IDs
M1VGA2	M1VGA2_CYAM1	CYME_CMQ256C				CYME_CMQ256C	Cyanidioschyzon merolae (strain 10D) (Red alga)	catalytic activity [GO:0003824]		catalytic activity [GO:0003824]		GO:0003824
M1V7X8	M1V7X8_CYAM1	CYME_CMI302C				CYME_CMI302C	Cyanidioschyzon merolae (strain 10D) (Red alga)	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; vesicle-mediated transport [GO:0016192]	vesicle-mediated transport [GO:0016192]		Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	GO:0000139; GO:0016021; GO:0016192
M1V7B2	M1V7B2_CYAM1	CYME_CMG127C				CYME_CMG127C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1V797	M1V797_CYAM1	CYME_CMS284C				CYME_CMS284C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]	GO:0003735; GO:0005840; GO:0006412
M1VAB4	M1VAB4_CYAM1	CYME_CMC102C				CYME_CMC102C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V723	M1V723_CYAM1	CYME_CMF001C				CYME_CMF001C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cell-cell signaling [GO:0007267]; intein-mediated protein splicing [GO:0016539]; multicellular organism development [GO:0007275]; protein autoprocessing [GO:0016540]	cell-cell signaling [GO:0007267]; intein-mediated protein splicing [GO:0016539]; multicellular organism development [GO:0007275]; protein autoprocessing [GO:0016540]			GO:0007267; GO:0007275; GO:0016539; GO:0016540
M1V4M1	M1V4M1_CYAM1	CYME_CMF142C				CYME_CMF142C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V8E0	M1V8E0_CYAM1	CYME_CMK187C				CYME_CMK187C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cytoplasm [GO:0005737]; translation elongation factor activity [GO:0003746]		translation elongation factor activity [GO:0003746]	cytoplasm [GO:0005737]	GO:0003746; GO:0005737
M1V531	M1V531_CYAM1	CYME_CMI056C				CYME_CMI056C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1V8M4	M1V8M4_CYAM1	CYME_CML148C				CYME_CML148C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleus [GO:0005634]; origin recognition complex [GO:0000808]; DNA replication [GO:0006260]	DNA replication [GO:0006260]		nucleus [GO:0005634]; origin recognition complex [GO:0000808]	GO:0000808; GO:0005634; GO:0006260
M1VMJ6	M1VMJ6_CYAM1	CYME_CMT305C				CYME_CMT305C	Cyanidioschyzon merolae (strain 10D) (Red alga)	argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]	arginine biosynthetic process [GO:0006526]	argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]		GO:0004055; GO:0005524; GO:0006526
M1VEI3	M1VEI3_CYAM1	CYME_CMB097C				CYME_CMB097C	Cyanidioschyzon merolae (strain 10D) (Red alga)	transcription factor TFIID complex [GO:0005669]; DNA-templated transcription, initiation [GO:0006352]	DNA-templated transcription, initiation [GO:0006352]		transcription factor TFIID complex [GO:0005669]	GO:0005669; GO:0006352
M1URS2	M1URS2_CYAM1	CYME_CMJ189C				CYME_CMJ189C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nuclear cap binding complex [GO:0005846]; RNA cap binding [GO:0000339]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA transport [GO:0051028]	mRNA cis splicing, via spliceosome [GO:0045292]; mRNA transport [GO:0051028]	RNA cap binding [GO:0000339]	nuclear cap binding complex [GO:0005846]	GO:0000339; GO:0005846; GO:0045292; GO:0051028
M1USI2	M1USI2_CYAM1	CYME_CML016C				CYME_CML016C	Cyanidioschyzon merolae (strain 10D) (Red alga)	lyase activity [GO:0016829]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; DNA repair [GO:0006281]	DNA repair [GO:0006281]	lyase activity [GO:0016829]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]		GO:0004518; GO:0006281; GO:0016829; GO:0046872
M1V8T5	M1V8T5_CYAM1	CYME_CMM020C				CYME_CMM020C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VIC9	M1VIC9_CYAM1	CYME_CML226C				CYME_CML226C	Cyanidioschyzon merolae (strain 10D) (Red alga)	hydrolase activity [GO:0016787]		hydrolase activity [GO:0016787]		GO:0016787
M1UXB8	M1UXB8_CYAM1	CYME_CMT072C				CYME_CMT072C	Cyanidioschyzon merolae (strain 10D) (Red alga)	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]		acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]		GO:0003995; GO:0050660
M1VID0	M1VID0_CYAM1	CYME_CMT344C				CYME_CMT344C	Cyanidioschyzon merolae (strain 10D) (Red alga)	deoxyhypusine monooxygenase activity [GO:0019135]; metal ion binding [GO:0046872]; peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]	peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]	deoxyhypusine monooxygenase activity [GO:0019135]; metal ion binding [GO:0046872]		GO:0008612; GO:0019135; GO:0046872
M1VGK7	M1VGK7_CYAM1	CYME_CMH146C				CYME_CMH146C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cytoplasm [GO:0005737]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]	mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]	polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]	GO:0003723; GO:0004654; GO:0005737; GO:0006396; GO:0006402
M1V8N1	M1V8N1_CYAM1	CYME_CML167C				CYME_CML167C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; pyrophosphatase activity [GO:0016462]; glutamine metabolic process [GO:0006541]	glutamine metabolic process [GO:0006541]	ATP binding [GO:0005524]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; pyrophosphatase activity [GO:0016462]		GO:0003922; GO:0005524; GO:0006541; GO:0016462
M1V9Y7	M1V9Y7_CYAM1	CYME_CMA140C				CYME_CMA140C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleus [GO:0005634]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]		ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]	nucleus [GO:0005634]	GO:0003723; GO:0004540; GO:0005634
M1VMC7	M1VMC7_CYAM1	CYME_CMT128C				CYME_CMT128C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1V5M1	M1V5M1_CYAM1	CYME_CMM010C				CYME_CMM010C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1VHX5	M1VHX5_CYAM1	CYME_CMK242C				CYME_CMK242C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V511	M1V511_CYAM1	CYME_CMH204C				CYME_CMH204C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; metal ion binding [GO:0046872]		metal ion binding [GO:0046872]	integral component of membrane [GO:0016021]	GO:0016021; GO:0046872
M1VH58	M1VH58_CYAM1	CYME_CMJ005C				CYME_CMJ005C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V7X0	M1V7X0_CYAM1	CYME_CMT548C				CYME_CMT548C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]; zinc ion binding [GO:0008270]		zinc ion binding [GO:0008270]	integral component of membrane [GO:0016021]	GO:0008270; GO:0016021
M1VC97	M1VC97_CYAM1	CYME_CMT069C				CYME_CMT069C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VK36	M1VK36_CYAM1	CYME_CMP127C				CYME_CMP127C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1USQ0	M1USQ0_CYAM1	CYME_CML121C				CYME_CML121C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UVV2	M1UVV2_CYAM1	CYME_CMQ328C				CYME_CMQ328C	Cyanidioschyzon merolae (strain 10D) (Red alga)	mRNA binding [GO:0003729]; mRNA processing [GO:0006397]	mRNA processing [GO:0006397]	mRNA binding [GO:0003729]		GO:0003729; GO:0006397
M1V805	M1V805_CYAM1	CYME_CMJ070C				CYME_CMJ070C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UN15	M1UN15_CYAM1	CYME_CMA072C				CYME_CMA072C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA catabolic process [GO:0006401]	RNA catabolic process [GO:0006401]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]		GO:0003723; GO:0003724; GO:0005524; GO:0006401; GO:0016787
M1VCS4	M1VCS4_CYAM1	CYME_CMK313C				CYME_CMK313C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VBF0	M1VBF0_CYAM1	CYME_CMG118C				CYME_CMG118C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; cytoplasmic translational elongation [GO:0002182]	cytoplasmic translational elongation [GO:0002182]	structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]	GO:0002182; GO:0003735; GO:0022625
M1VA63	M1VA63_CYAM1	CYME_CMQ012C				CYME_CMQ012C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V512	M1V512_CYAM1	CYME_CMH209C				CYME_CMH209C	Cyanidioschyzon merolae (strain 10D) (Red alga)	heme oxygenase (decyclizing) activity [GO:0004392]; heme oxidation [GO:0006788]	heme oxidation [GO:0006788]	heme oxygenase (decyclizing) activity [GO:0004392]		GO:0004392; GO:0006788
M1V6A8	M1V6A8_CYAM1	CYME_CMQ114C				CYME_CMQ114C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VJJ2	M1VJJ2_CYAM1	CYME_CMO132C				CYME_CMO132C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]	mismatch repair [GO:0006298]	ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]		GO:0005524; GO:0006298; GO:0030983
M1VBP1	M1VBP1_CYAM1	CYME_CMH107C				CYME_CMH107C	Cyanidioschyzon merolae (strain 10D) (Red alga)	extrinsic component of mitochondrial inner membrane [GO:0031314]; 2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity [GO:0008682]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; ubiquinone biosynthetic process [GO:0006744]	ubiquinone biosynthetic process [GO:0006744]	2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity [GO:0008682]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]	extrinsic component of mitochondrial inner membrane [GO:0031314]	GO:0006744; GO:0008682; GO:0016709; GO:0031314; GO:0046872
M1V7T1	M1V7T1_CYAM1	CYME_CMT396C				CYME_CMT396C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleus [GO:0005634]; protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]		protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]	nucleus [GO:0005634]	GO:0003712; GO:0005634; GO:0046982
M1VAN7	M1VAN7_CYAM1	CYME_CMD148C				CYME_CMD148C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]		ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	chloroplast [GO:0009507]; integral component of membrane [GO:0016021]	GO:0005524; GO:0009507; GO:0016021; GO:0042626
M1UTH2	M1UTH2_CYAM1	CYME_CMM263C				CYME_CMM263C	Cyanidioschyzon merolae (strain 10D) (Red alga)	chromosome [GO:0005694]; DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA topological change [GO:0006265]	DNA topological change [GO:0006265]	DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]	chromosome [GO:0005694]	GO:0003677; GO:0003917; GO:0005694; GO:0006265
M1VCV6	M1VCV6_CYAM1	CYME_CMT448C				CYME_CMT448C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VF86	M1VF86_CYAM1	CYME_CMO285C				CYME_CMO285C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VKH6	M1VKH6_CYAM1	CYME_CMQ083C				CYME_CMQ083C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V5Z6	M1V5Z6_CYAM1	CYME_CMO173C				CYME_CMO173C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		GO:0004674; GO:0005524
M1VCG6	M1VCG6_CYAM1	CYME_CMT210C				CYME_CMT210C	Cyanidioschyzon merolae (strain 10D) (Red alga)	transferase activity, transferring pentosyl groups [GO:0016763]; tRNA modification [GO:0006400]	tRNA modification [GO:0006400]	transferase activity, transferring pentosyl groups [GO:0016763]		GO:0006400; GO:0016763
M1VBV4	M1VBV4_CYAM1	CYME_CMH237C				CYME_CMH237C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1URW8	M1URW8_CYAM1	CYME_CMJ253C				CYME_CMJ253C	Cyanidioschyzon merolae (strain 10D) (Red alga)	mitochondrial inner membrane [GO:0005743]			mitochondrial inner membrane [GO:0005743]	GO:0005743
M1V6C6	M1V6C6_CYAM1	CYME_CMA098C				CYME_CMA098C	Cyanidioschyzon merolae (strain 10D) (Red alga)	peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]	peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]			GO:0008612
M1USF7	M1USF7_CYAM1	CYME_CMK280C				CYME_CMK280C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UQ42	M1UQ42_CYAM1	CYME_CMG111C				CYME_CMG111C	Cyanidioschyzon merolae (strain 10D) (Red alga)	mitochondrion [GO:0005739]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; mitochondrial alanyl-tRNA aminoacylation [GO:0070143]	mitochondrial alanyl-tRNA aminoacylation [GO:0070143]	alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]	mitochondrion [GO:0005739]	GO:0000049; GO:0004813; GO:0005524; GO:0005739; GO:0008270; GO:0070143
M1VA25	M1VA25_CYAM1	CYME_CMB083C				CYME_CMB083C	Cyanidioschyzon merolae (strain 10D) (Red alga)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]	protein folding [GO:0006457]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]	cytoplasm [GO:0005737]	GO:0005524; GO:0005737; GO:0006457; GO:0016887; GO:0051082
M1USG8	M1USG8_CYAM1	CYME_CMK302C				CYME_CMK302C	Cyanidioschyzon merolae (strain 10D) (Red alga)	GTP binding [GO:0005525]		GTP binding [GO:0005525]		GO:0005525
M1UVA7	M1UVA7_CYAM1	CYME_CMP239C				CYME_CMP239C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VHZ8	M1VHZ8_CYAM1	CYME_CMT084C				CYME_CMT084C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
M1V9F3	M1V9F3_CYAM1	CYME_CMO092C				CYME_CMO092C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; nucleosome-dependent ATPase activity [GO:0070615]		ATP binding [GO:0005524]; nucleosome-dependent ATPase activity [GO:0070615]		GO:0005524; GO:0070615
M1VJX3	M1VJX3_CYAM1	CYME_CMP015C				CYME_CMP015C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein serine/threonine kinase activity [GO:0004674]		ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein serine/threonine kinase activity [GO:0004674]		GO:0004674; GO:0005509; GO:0005524
M1UMY8	M1UMY8_CYAM1	CYME_CMA045C				CYME_CMA045C	Cyanidioschyzon merolae (strain 10D) (Red alga)	nucleus [GO:0005634]; transcription by RNA polymerase II [GO:0006366]	transcription by RNA polymerase II [GO:0006366]		nucleus [GO:0005634]	GO:0005634; GO:0006366
M1VD79	M1VD79_CYAM1	CYME_CML059C				CYME_CML059C	Cyanidioschyzon merolae (strain 10D) (Red alga)	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098]	D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098]	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]		GO:0004616; GO:0006098; GO:0019521; GO:0050661
M1UW49	M1UW49_CYAM1	CYME_CMR039C				CYME_CMR039C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V6F3	M1V6F3_CYAM1	CYME_CMQ259C				CYME_CMQ259C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VGM8	M1VGM8_CYAM1	CYME_CMH201C				CYME_CMH201C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1V873	M1V873_CYAM1	CYME_CMJ263C				CYME_CMJ263C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VEB1	M1VEB1_CYAM1	CYME_CMN118C				CYME_CMN118C	Cyanidioschyzon merolae (strain 10D) (Red alga)	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methylation [GO:0032259]	methyltransferase activity [GO:0008168]		GO:0008168; GO:0032259
M1VBI8	M1VBI8_CYAM1	CYME_CMG197C				CYME_CMG197C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1VM85	M1VM85_CYAM1	CYME_CMT028C				CYME_CMT028C	Cyanidioschyzon merolae (strain 10D) (Red alga)	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]		metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]		GO:0004784; GO:0046872
M1VHD6	M1VHD6_CYAM1	CYME_CMJ139C				CYME_CMJ139C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ATP binding [GO:0005524]; tyrosine-tRNA ligase activity [GO:0004831]; tRNA aminoacylation for protein translation [GO:0006418]	tRNA aminoacylation for protein translation [GO:0006418]	ATP binding [GO:0005524]; tyrosine-tRNA ligase activity [GO:0004831]		GO:0004831; GO:0005524; GO:0006418
M1UTN2	M1UTN2_CYAM1	CYME_CMN030C				CYME_CMN030C	Cyanidioschyzon merolae (strain 10D) (Red alga)	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021
Q85FZ9	Q85FZ9_CYAM1						Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]			chloroplast [GO:0009507]	GO:0009507
M1VIC5	M1VIC5_CYAM1	CYME_CMT339C				CYME_CMT339C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UVU1	M1UVU1_CYAM1	CYME_CMQ293C				CYME_CMQ293C	Cyanidioschyzon merolae (strain 10D) (Red alga)	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]	GO:0003735; GO:0005840; GO:0006412
M1VHB6	M1VHB6_CYAM1	CYME_CMS071C				CYME_CMS071C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
Q85FY0	Q85FY0_CYAM1	psaD	psaD				Cyanidioschyzon merolae (strain 10D) (Red alga)	chloroplast [GO:0009507]; photosystem I reaction center [GO:0009538]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]		chloroplast [GO:0009507]; photosystem I reaction center [GO:0009538]	GO:0009507; GO:0009538; GO:0015979
M1VDP5	M1VDP5_CYAM1	CYME_CMM056C				CYME_CMM056C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
A0A125YMD5	A0A125YMD5_CYAM1	CYME_CMS361C				CYME_CMS361C	Cyanidioschyzon merolae (strain 10D) (Red alga)	GTP binding [GO:0005525]; GTPase activity [GO:0003924]		GTPase activity [GO:0003924]; GTP binding [GO:0005525]		GO:0003924; GO:0005525
M1UVJ5	M1UVJ5_CYAM1	CYME_CMQ116C				CYME_CMQ116C	Cyanidioschyzon merolae (strain 10D) (Red alga)					
M1UWM8	M1UWM8_CYAM1	CYME_CMS020C				CYME_CMS020C	Cyanidioschyzon merolae (strain 10D) (Red alga)	glucosamine 6-phosphate N-acetyltransferase activity [GO:0004343]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	glucosamine 6-phosphate N-acetyltransferase activity [GO:0004343]		GO:0004343; GO:0006048
