	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Function [CC]	Proteomes	Organism	Status	Gene ontology (GO)	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Gene ontology IDs	Fragment	Gene encoded by	RNA editing	DNA binding	ChEBI (Cofactor)	Keywords	Interacts with	Post-translational modification	Features	Cross-reference (KEGG)
CML015C	M1V5H0	M1V5H0_CYAM1	CYME_CML015C CYME_CMR278C				CYME_CML015C CYME_CMR278C	Probable ferredoxin (Similar to ferredoxin)		UP000007014: Chromosome 12, UP000007014: Chromosome 18	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	electron transfer activity [GO:0009055]; iron-sulfur cluster binding [GO:0051536]		electron transfer activity [GO:0009055]; iron-sulfur cluster binding [GO:0051536]		GO:0009055; GO:0051536						Iron;Iron-sulfur;Metal-binding;Reference proteome			Domain (1); Region (1)	cme:CYME_CML015C;cme:CYME_CMR278C;
CML016C	M1USI2	M1USI2_CYAM1	CYME_CML016C				CYME_CML016C	DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.-.-)		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	lyase activity [GO:0016829]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; DNA repair [GO:0006281]	DNA repair [GO:0006281]	lyase activity [GO:0016829]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]		GO:0004518; GO:0006281; GO:0016829; GO:0046872					Mg(2+) [CHEBI:18420]; Mn(2+) [CHEBI:29035]	DNA damage;DNA repair;Lyase;Magnesium;Metal-binding;Reference proteome			Compositional bias (1); Domain (1); Region (1)	cme:CYME_CML016C;
CML020C	M1VD65	M1VD65_CYAM1	CYME_CML020C				CYME_CML020C	Uncharacterized protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome				cme:CYME_CML020C;
CML023C	M1VI15	M1VI15_CYAM1	CYME_CML023C				CYME_CML023C	Transitional endoplasmic reticulum ATPase		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	chloroplast [GO:0009507]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; hydrolase activity [GO:0016787]		ATPase activity [GO:0016887]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	chloroplast [GO:0009507]	GO:0005524; GO:0009507; GO:0016787; GO:0016887						ATP-binding;Nucleotide-binding;Reference proteome			Compositional bias (1); Domain (4); Region (2)	cme:CYME_CML023C;
CML025C	M1V8I3	M1V8I3_CYAM1	CYME_CML025C				CYME_CML025C	Similar to CBL-interacting protein kinase		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]		ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]		GO:0004713; GO:0005524						Kinase;Reference proteome;Transferase			Compositional bias (10); Domain (1); Region (7)	cme:CYME_CML025C;
CML027C	M1V5H1	M1V5H1_CYAM1	CYME_CML027C				CYME_CML027C	Structural maintenance of chromosomes protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	chromosome [GO:0005694]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; cell division [GO:0051301]; chromosome organization [GO:0051276]	cell division [GO:0051301]; chromosome organization [GO:0051276]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	chromosome [GO:0005694]; nucleus [GO:0005634]	GO:0005524; GO:0005634; GO:0005694; GO:0016887; GO:0051276; GO:0051301						Cell cycle;Cell division;Coiled coil;Mitosis;Nucleus;Reference proteome			Coiled coil (8); Domain (1); Region (1)	cme:CYME_CML027C;
CML028C	M1USI6	M1USI6_CYAM1	CYME_CML028C				CYME_CML028C	Methyltranfer_dom domain-containing protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Domain (1)	cme:CYME_CML028C;
CML029C	M1VD68	M1VD68_CYAM1	CYME_CML029C				CYME_CML029C	Mitochondrial F-type ATPase F1 subunit gamma		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]		proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]	GO:0045261; GO:0046933						ATP synthesis;CF(1);Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transport				cme:CYME_CML029C;
CML030C	M1VI20	M1VI20_CYAM1	CYME_CML030C				CYME_CML030C	DnaJ homolog, subfamily A		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]; Hsp70 protein binding [GO:0030544]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]; response to heat [GO:0009408]	protein folding [GO:0006457]; response to heat [GO:0009408]	ATP binding [GO:0005524]; Hsp70 protein binding [GO:0030544]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]		GO:0005524; GO:0006457; GO:0009408; GO:0030544; GO:0046872; GO:0051082						Metal-binding;Reference proteome;Repeat;Zinc;Zinc-finger			Compositional bias (1); Domain (2); Region (1); Zinc finger (1)	cme:CYME_CML030C;
CML032C	M1V8I5	M1V8I5_CYAM1	CYME_CML032C				CYME_CML032C	Sodium-dependent transporter		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021						Membrane;Reference proteome;Transmembrane;Transmembrane helix			Transmembrane (9)	cme:CYME_CML032C;
CML034C	M1V5H2	M1V5H2_CYAM1	CYME_CML034C				CYME_CML034C	Component of oligomeric Golgi complex 3 (Conserved oligomeric Golgi complex subunit 3)		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cis-Golgi network [GO:0005801]; membrane [GO:0016020]; intracellular protein transport [GO:0006886]	intracellular protein transport [GO:0006886]		cis-Golgi network [GO:0005801]; membrane [GO:0016020]	GO:0005801; GO:0006886; GO:0016020						Coiled coil;Golgi apparatus;Membrane;Protein transport;Reference proteome;Transport			Coiled coil (1); Compositional bias (1); Region (2)	cme:CYME_CML034C;
CML035C	M1USJ1	M1USJ1_CYAM1	CYME_CML035C				CYME_CML035C	NAD(P)-bd_dom domain-containing protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Domain (1)	cme:CYME_CML035C;
CML036C	M1VD71	M1VD71_CYAM1	CYME_CML036C				CYME_CML036C	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating) (EC 1.1.1.44)		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098]	D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098]	phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]		GO:0004616; GO:0006098; GO:0019521						Gluconate utilization;Pentose shunt;Reference proteome			Domain (1)	cme:CYME_CML036C;
CML037C	M1VI23	M1VI23_CYAM1	CYME_CML037C				CYME_CML037C	6-phosphogluconate dehydrogenase		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]		NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]		GO:0004616; GO:0050661						Oxidoreductase;Reference proteome			Compositional bias (1); Domain (1); Region (1)	cme:CYME_CML037C;
CML040C	M1V8I7	M1V8I7_CYAM1	CYME_CML040C				CYME_CML040C	Uroporphyrinogen-III synthase (EC 4.2.1.75)	FUNCTION: Catalyzes cyclization of the linear tetrapyrrole, hydroxymethylbilane, to the macrocyclic uroporphyrinogen III. {ECO:0000256|RuleBase:RU366031}.	UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	uroporphyrinogen-III synthase activity [GO:0004852]; protoporphyrinogen IX biosynthetic process [GO:0006782]; uroporphyrinogen III biosynthetic process [GO:0006780]	protoporphyrinogen IX biosynthetic process [GO:0006782]; uroporphyrinogen III biosynthetic process [GO:0006780]	uroporphyrinogen-III synthase activity [GO:0004852]		GO:0004852; GO:0006780; GO:0006782						Lyase;Porphyrin biosynthesis;Reference proteome			Domain (1)	cme:CYME_CML040C;
CML042C	M1V5H3	M1V5H3_CYAM1	CYME_CML042C				CYME_CML042C	Ubiquitin-like protein Rub1		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome;Ubl conjugation pathway			Domain (1)	cme:CYME_CML042C;
CML043C	M1USJ5	M1USJ5_CYAM1	CYME_CML043C				CYME_CML043C	Uncharacterized protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Coiled coil;Reference proteome			Coiled coil (1); Repeat (11)	cme:CYME_CML043C;
CML046C	M1VD74	M1VD74_CYAM1	CYME_CML046C				CYME_CML046C	PINc domain-containing protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; rRNA processing [GO:0006364]	rRNA processing [GO:0006364]		nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	GO:0005730; GO:0006364; GO:0032040						Reference proteome;Ribosome biogenesis;rRNA processing			Domain (1)	cme:CYME_CML046C;
CML047C	M1VI27	M1VI27_CYAM1	CYME_CML047C				CYME_CML047C	Similar to mRNA-binding protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	catalytic activity [GO:0003824]		catalytic activity [GO:0003824]		GO:0003824						Reference proteome			Domain (1)	cme:CYME_CML047C;
CML049C	M1V8I9	M1V8I9_CYAM1	CYME_CML049C				CYME_CML049C	Glutamate dehydrogenase		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]; cellular amino acid metabolic process [GO:0006520]	cellular amino acid metabolic process [GO:0006520]	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]		GO:0006520; GO:0016639						Coiled coil;Oxidoreductase;Reference proteome			Coiled coil (1); Compositional bias (1); Domain (1); Region (1)	cme:CYME_CML049C;
CML050C	M1V5H4	M1V5H4_CYAM1	CYME_CML050C				CYME_CML050C	Ribonucleoside-diphosphate reductase beta chain		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]; deoxyribonucleotide biosynthetic process [GO:0009263]	deoxyribonucleotide biosynthetic process [GO:0009263]	oxidoreductase activity [GO:0016491]	integral component of membrane [GO:0016021]	GO:0009263; GO:0016021; GO:0016491						Membrane;Reference proteome;Transmembrane;Transmembrane helix			Transmembrane (1)	cme:CYME_CML050C;
CML054C	M1VD77	M1VD77_CYAM1	CYME_CML054C				CYME_CML054C	Uncharacterized protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	GO:0016021						Membrane;Reference proteome;Transmembrane;Transmembrane helix			Transmembrane (1)	cme:CYME_CML054C;
CML052C	M1USK0	M1USK0_CYAM1	CYME_CML052C				CYME_CML052C	MINDY_DUB domain-containing protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	Lys48-specific deubiquitinase activity [GO:1990380]; thiol-dependent deubiquitinase [GO:0004843]		Lys48-specific deubiquitinase activity [GO:1990380]; thiol-dependent deubiquitinase [GO:0004843]		GO:0004843; GO:1990380						Reference proteome			Compositional bias (2); Domain (1); Region (3)	cme:CYME_CML052C;
CML055C	M1VI31	M1VI31_CYAM1	CYME_CML055C				CYME_CML055C	Carbamoyl-phosphate synthase, pyrimidine-specific, large chain		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	carbamoyl-phosphate synthase complex [GO:0005951]; chloroplast stroma [GO:0009570]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; metal ion binding [GO:0046872]; cellular response to phosphate starvation [GO:0016036]; nitrogen compound metabolic process [GO:0006807]	cellular response to phosphate starvation [GO:0016036]; nitrogen compound metabolic process [GO:0006807]	ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; metal ion binding [GO:0046872]	carbamoyl-phosphate synthase complex [GO:0005951]; chloroplast stroma [GO:0009570]	GO:0004088; GO:0005524; GO:0005951; GO:0006807; GO:0009570; GO:0016036; GO:0046872						ATP-binding;Ligase;Nucleotide-binding;Reference proteome;Repeat			Domain (3)	cme:CYME_CML055C;
CML056C	M1V8J0	M1V8J0_CYAM1	CYME_CML056C				CYME_CML056C	Uncharacterized protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Region (1)	cme:CYME_CML056C;
CML057C	M1V5H5	M1V5H5_CYAM1	CYME_CML057C				CYME_CML057C	Protein kinase domain-containing protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]		ATP binding [GO:0005524]; protein kinase activity [GO:0004672]		GO:0004672; GO:0005524						Reference proteome			Compositional bias (1); Domain (1); Region (1)	cme:CYME_CML057C;
CML058C	M1USK3	M1USK3_CYAM1	CYME_CML058C				CYME_CML058C	Excinuclease ABC subunit C		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; nucleotide-excision repair [GO:0006289]	nucleotide-excision repair [GO:0006289]	DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]	GO:0003677; GO:0005737; GO:0006289; GO:0009380; GO:0009381						Cytoplasm;DNA damage;DNA excision;DNA repair;Excision nuclease;Reference proteome			Compositional bias (1); Domain (3); Region (1)	cme:CYME_CML058C;
CML059C	M1VD79	M1VD79_CYAM1	CYME_CML059C				CYME_CML059C	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating) (EC 1.1.1.44)		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098]	D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098]	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]		GO:0004616; GO:0006098; GO:0019521; GO:0050661						Gluconate utilization;Oxidoreductase;Pentose shunt;Reference proteome			Domain (1); Region (1)	cme:CYME_CML059C;
CML061C	M1VI35	M1VI35_CYAM1	CYME_CML061C				CYME_CML061C	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleus [GO:0005634]; zinc ion binding [GO:0008270]		zinc ion binding [GO:0008270]	nucleus [GO:0005634]	GO:0005634; GO:0008270						Coiled coil;Metal-binding;Reference proteome;Transcription;Transcription regulation;Zinc;Zinc-finger			Coiled coil (1); Compositional bias (4); Domain (2); Region (3)	cme:CYME_CML061C;
CML063C	M1V8J3	M1V8J3_CYAM1	CYME_CML063C				CYME_CML063C	Uncharacterized protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome				cme:CYME_CML063C;
CML064C	M1V5H6	M1V5H6_CYAM1	CYME_CML064C				CYME_CML064C	Uncharacterized protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Coiled coil;Reference proteome			Coiled coil (1); Compositional bias (2); Region (2)	cme:CYME_CML064C;
CML065C	M1USK8	M1USK8_CYAM1	CYME_CML065C				CYME_CML065C	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	FUNCTION: Involved in the post-translational conjugation of arginine to the N-terminal aspartate or glutamate of a protein. This arginylation is required for degradation of the protein via the ubiquitin pathway. {ECO:0000256|PIRNR:PIRNR037207}.	UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	arginyltransferase activity [GO:0004057]		arginyltransferase activity [GO:0004057]		GO:0004057						Acyltransferase;Reference proteome;Transferase;Ubl conjugation pathway			Domain (2)	cme:CYME_CML065C;
CML066C	M1VD82	M1VD82_CYAM1	CYME_CML066C				CYME_CML066C	Similar to phosphate starvation-inducible ATPase PhoH		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	ATP binding [GO:0005524]		ATP binding [GO:0005524]		GO:0005524						ATP-binding;Nucleotide-binding;Reference proteome			Domain (2); Region (2)	cme:CYME_CML066C;
CML067C	M1VI38	M1VI38_CYAM1	CYME_CML067C				CYME_CML067C	Methyltransf_11 domain-containing protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	methyltransferase activity [GO:0008168]		methyltransferase activity [GO:0008168]		GO:0008168						Reference proteome			Domain (1)	cme:CYME_CML067C;
CML068C	M1V8J5	M1V8J5_CYAM1	CYME_CML068C				CYME_CML068C	Transcription initiation factor TFIID subunit 8		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	transcription factor TFIID complex [GO:0005669]; protein heterodimerization activity [GO:0046982]		protein heterodimerization activity [GO:0046982]	transcription factor TFIID complex [GO:0005669]	GO:0005669; GO:0046982						Coiled coil;Nucleus;Reference proteome;Transcription;Transcription regulation			Coiled coil (1); Compositional bias (1); Domain (1); Region (3)	cme:CYME_CML068C;
CML069C	M1V5H7	M1V5H7_CYAM1	CYME_CML069C				CYME_CML069C	Uncharacterized protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome			Compositional bias (5); Region (4)	cme:CYME_CML069C;
CML072C	M1USL3	M1USL3_CYAM1	CYME_CML072C				CYME_CML072C	Uncharacterized protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	nucleic acid binding [GO:0003676]		nucleic acid binding [GO:0003676]		GO:0003676						Reference proteome			Compositional bias (1); Region (2)	cme:CYME_CML072C;
CML073C	M1VD84	M1VD84_CYAM1	CYME_CML073C				CYME_CML073C	Similar to actin-related protein		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed											Reference proteome				cme:CYME_CML073C;
CML074C	M1VI42	M1VI42_CYAM1	CYME_CML074C				CYME_CML074C	Similar to trithorax protein ash2		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	Set1C/COMPASS complex [GO:0048188]; histone H3-K4 methylation [GO:0051568]	histone H3-K4 methylation [GO:0051568]		Set1C/COMPASS complex [GO:0048188]	GO:0048188; GO:0051568						Reference proteome			Compositional bias (1); Domain (1); Region (1)	cme:CYME_CML074C;
CML076C	M1V5H8	M1V5H8_CYAM1	CYME_CML076C				CYME_CML076C	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)		UP000007014: Chromosome 12	Cyanidioschyzon merolae (strain 10D) (Red alga)	unreviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]; pantothenate biosynthetic process [GO:0015940]	methylation [GO:0032259]; pantothenate biosynthetic process [GO:0015940]	3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; methyltransferase activity [GO:0008168]		GO:0003864; GO:0008168; GO:0015940; GO:0032259						Methyltransferase;Reference proteome;Transferase			Compositional bias (1); Region (1)	cme:CYME_CML076C;
